Electricity(kWh),SiteEnergyUse(kBtu),SecondLargestPropertyUseTypeGFA,PropertyGFATotal,State,ENERGYSTARScore,Address,SourceEUIWN(kBtu/sf),NaturalGas(therms),TotalGHGEmissions,DefaultData,SiteEnergyUseWN(kBtu),SecondLargestPropertyUseType,PrimaryPropertyType,SiteEUI(kBtu/sf),Latitude,Neighborhood,ComplianceStatus,TaxParcelIdentificationNumber,GHGEmissionsIntensity,PropertyGFABuilding(s),Longitude,Electricity(kBtu),BuildingType,ZipCode,NumberofFloors,Outlier,City,YearBuilt,ThirdLargestPropertyUseTypeGFA,NaturalGas(kBtu),SiteEUIWN(kBtu/sf),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseTypeGFA,SourceEUI(kBtu/sf),CouncilDistrictCode,LargestPropertyUseType,PropertyName,NumberofBuildings,YearsENERGYSTARCertified,ThirdLargestPropertyUseType,SteamUse(kBtu),DataYear
72865.20313,248616.0,,32400.0,WA,91.0,3300 6th Avenue South,23.89999962,0.0,1.73,False,248616.0,,Warehouse,7.599999905,47.5741,GREATER DUWAMISH,Compliant,1327300012,0.05,32400.0,-122.32541,248616.0,NonResidential,98134.0,2.0,,Seattle,1955,,0.0,7.599999905,0.0,Non-Refrigerated Warehouse,32700.0,23.89999962,2,Non-Refrigerated Warehouse,3300,1.0,,,0.0,2016
1429919.75,8905287.0,0.0,25159.0,WA,38.0,2100 Queen Anne Ave N,762.0,40264.00391,247.85,False,9072714.0,Parking,Supermarket / Grocery Store,344.10000610000003,47.63776,MAGNOLIA / QUEEN ANNE,Compliant,1794500895,9.85,25159.0,-122.35606000000001,4878886.0,NonResidential,98109.0,1.0,,Seattle,1962,,4026400.0,350.5,0.0,"Parking, Supermarket/Grocery Store",25883.0,755.2000122000001,7,Supermarket/Grocery Store,Safeway 0368 - Queen Anne,1.0,,,0.0,2016
71371.10156,243518.2031,,26680.0,WA,92.0,20-24 S. Idaho Street,22.5,0.0,1.7,False,243518.2031,,Distribution Center,7.1999998089999995,47.564890000000005,GREATER DUWAMISH,Compliant,1824049012,0.06,26680.0,-122.3409,243518.0,NonResidential,98134.0,1.0,,Seattle,1955,,0.0,7.1999998089999995,0.0,Distribution Center,33987.0,22.5,2,Distribution Center,MCNIVEN,1.0,,,0.0,2016
211296.7969,1788148.0,,31521.0,WA,6.0,4229 WEST MARGINAL WAY SW,110.90000149999999,10672.032229999999,61.71,False,1823198.75,,Warehouse,56.70000076,47.56447,DELRIDGE,Compliant,1824049044,1.96,31521.0,-122.35335,720945.0,NonResidential,98106.0,1.0,,Seattle,1953,,1067203.0,57.79999924,0.0,Non-Refrigerated Warehouse,31521.0,107.40000149999999,1,Non-Refrigerated Warehouse,VISKO BUILDING,1.0,,,0.0,2016
14362.5,145468.7969,15000.0,39900.0,WA,100.0,21 S Nevada St,6.400000095,964.6400146,5.46,True,145468.7969,Non-Refrigerated Warehouse,Retail Store,3.599999905,47.56535,GREATER DUWAMISH,Error - Correct Default Data,1824049074,0.14,39900.0,-122.34053999999999,49005.0,NonResidential,98134.0,1.0,Low outlier,Seattle,1953,,96464.0,3.599999905,0.0,"Non-Refrigerated Warehouse, Retail Store",25000.0,6.400000095,2,Retail Store,Seattle Habitat Store,1.0,,,0.0,2016
121936.5,1096646.25,,35579.0,WA,72.0,3851 1st Ave S,61.59999847,6805.989745999999,39.05,False,1259267.75,,Distribution Center,30.79999924,47.5678,GREATER DUWAMISH,Compliant,1824049109,1.1,35579.0,-122.33622,416047.0,NonResidential,98134.0,1.0,,Seattle,1998,,680599.0,35.40000153,0.0,Distribution Center,35579.0,56.79999924,2,Distribution Center,3851 Distribution Center,1.0,,,0.0,2016
70038.0,238969.7031,,49950.0,WA,77.0,3317 6th Avenue South,15.0,0.0,1.67,False,238969.7031,,Distribution Center,4.8000001910000005,47.57382,GREATER DUWAMISH,Compliant,1327300065,0.03,49950.0,-122.32672,238970.0,NonResidential,98134.0,1.0,,Seattle,1975,,0.0,4.8000001910000005,0.0,Distribution Center,49950.0,15.0,2,Distribution Center,3317,1.0,,,0.0,2016
337560.1875,1955013.5,,62078.0,WA,97.0,1242 18th Ave. E.,77.5,8032.580078,50.69,True,2187712.5,,K-12 School,31.5,47.6315,EAST,Error - Correct Default Data,1337801270,0.82,62078.0,-122.30761000000001,1151755.0,SPS-District K-12,98112.0,3.0,,Seattle,2001,,803258.0,35.20000076,0.0,K-12 School,62078.0,71.80000305,3,K-12 School,Stevens Elementary,1.0,,,0.0,2016
45990.60156,731321.8125,,22612.0,WA,87.0,3555 West McGraw Street,54.90000153,5744.02002,31.6,False,854810.625,,Worship Facility,32.29999924,47.63927,MAGNOLIA / QUEEN ANNE,Compliant,1370802570,1.4,22612.0,-122.4032,156920.0,NonResidential,98199.0,2.0,,Seattle,1947,,574402.0,37.79999924,0.0,Worship Facility,22612.0,48.5,7,Worship Facility,Magnolia United Church of Christ,1.0,2013,,0.0,2016
141201.9063,1577040.875,7000.0,30545.0,WA,12.0,5510 E Marginal Way South,97.30000305,10952.60059,61.53,False,1861291.25,Office,Warehouse,51.59999847,47.553020000000004,GREATER DUWAMISH,Compliant,1722802630,2.01,30545.0,-122.33605,481781.0,NonResidential,98134.0,1.0,,Seattle,1938,,1095260.0,60.90000153,0.0,"Non-Refrigerated Warehouse, Office",23545.0,87.19999695,2,Non-Refrigerated Warehouse,Mallory Safety & Supply LLC,1.0,,,0.0,2016
138476.2969,971990.3125,,32691.0,WA,99.0,101 W. Lee St.,65.19999695,4995.090332,29.82,False,1095913.75,,K-12 School,29.0,47.63111,MAGNOLIA / QUEEN ANNE,Compliant,1731800825,0.91,32691.0,-122.35813999999999,472481.0,NonResidential,98112.0,3.0,,Seattle,1922,,499509.0,32.70000076,0.0,K-12 School,33550.0,59.90000153,7,K-12 School,St. Anne School,1.0,,,0.0,2016
64300.39844,1086678.125,,24227.0,WA,55.0,1411 1st Ave.,67.09999847,8672.850586,47.59,False,1238854.625,,Worship Facility,41.5,47.63159,MAGNOLIA / QUEEN ANNE,Compliant,1731801135,1.96,24227.0,-122.35838999999999,219393.0,NonResidential,98119.0,2.0,,Seattle,1963,,867285.0,47.29999924,0.0,Worship Facility,26210.0,61.0,7,Worship Facility,St. Anne Church & Rectory,1.0,,,0.0,2016
99982.5,651293.3125,,27000.0,WA,61.0,1900 S Corgiat Drive,55.0,3101.529785,18.85,False,735187.125,,Distribution Center,24.10000038,47.54365,GREATER DUWAMISH,Compliant,1753700330,0.7,27000.0,-122.30785,341140.0,NonResidential,98108.0,1.0,,Seattle,1956,,310153.0,27.20000076,0.0,Distribution Center,27000.0,51.70000076,2,Distribution Center,Dekeriver LLC,1.0,,,0.0,2016
615660.125,3009967.0,,95501.0,WA,88.0,2500 Franklin Ave. E.,81.59999847,9093.345703,62.94,True,3244148.0,,K-12 School,31.5,47.642520000000005,LAKE UNION,Error - Correct Default Data,1959700005,0.66,95501.0,-122.32418,2100632.0,SPS-District K-12,98102.0,3.0,,Seattle,1999,,909335.0,34.0,0.0,K-12 School,95501.0,79.09999847,4,K-12 School,TOPS K-8,1.0,,,0.0,2016
105961.8984,361542.0938,7238.0,21183.0,WA,99.0,2517 Eastlake Ave E,81.40000153,0.0,2.52,False,361542.0938,Parking,Small- and Mid-Sized Office,25.89999962,47.64243,LAKE UNION,Compliant,1959700023,0.12,21183.0,-122.32618000000001,361542.0,NonResidential,98104.0,2.0,,Seattle,1957,,0.0,25.89999962,0.0,"Office, Parking",13945.0,81.40000153,4,Office,SPRAG,1.0,20152012,,0.0,2016
215676.7969,755618.1875,3834.0,29392.0,WA,91.0,2633 EASTLAKE AVE E #307,84.5,197.2900085,6.18,False,804510.375,Parking,Small- and Mid-Sized Office,25.70000076,47.64428,LAKE UNION,Compliant,1959700075,0.21,25558.0,-122.32627,735889.0,NonResidential,98102.0,3.0,,Seattle,1961,,19729.0,27.39999962,3834.0,"Office, Parking",29392.0,79.30000305,4,Office,Eastlake Professional Center,1.0,,,0.0,2016
1378937.875,4704936.5,55504.0,137738.0,WA,62.0,2825 Eastlake AVE E,184.8999939,0.0,32.8,False,4843339.0,Parking,Large Office,57.20000076,47.6465,LAKE UNION,Compliant,1959701300,0.24,82234.0,-122.3252,4704936.0,NonResidential,98102.0,5.0,,Seattle,1985,4438.0,0.0,58.90000153,55504.0,"Office, Other, Parking",77796.0,179.6999969,4,Office,Eastlake Center (North & South),1.0,,Other,0.0,2016
208364.2031,1361427.75,,21118.0,WA,49.0,3515 WOODLAND PARK AVE N,145.5,6504.889647999999,39.5,False,1427645.0,,Residence Hall,64.5,47.65014,LAKE UNION,Compliant,1825049055,1.87,21118.0,-122.34423999999999,710939.0,NonResidential,98103.0,3.0,,Seattle,1988,,650489.0,67.59999847,0.0,Residence Hall/Dormitory,21118.0,138.1000061,4,Residence Hall/Dormitory,(ID20861) KEYSTONE GROUP HOME,1.0,,,0.0,2016
1055531.25,4489661.0,73177.0,206126.0,WA,98.0,3400 Stone Way N,108.40000149999999,8878.283203,72.26,False,4515744.5,Parking,Large Office,32.0,47.64868,LAKE UNION,Compliant,1825049072,0.35,126842.0,-122.34253999999999,3601473.0,NonResidential,98103.0,5.0,,Seattle,2013,8324.0,887828.0,40.79999924,79284.0,"Office, Other, Parking, Restaurant",101941.0,110.59999850000001,4,Office,Stone 34,1.0,20162015,Other,0.0,2016
375830.3125,1326178.125,,20500.0,WA,48.0,1000 North Northlake Way,198.6999969,438.45001219999995,11.27,False,1326178.125,,Small- and Mid-Sized Office,64.69999695,47.64866,LAKE UNION,Compliant,1825049143,0.55,20500.0,-122.34508999999998,1282333.0,NonResidential,98103.0,2.0,,Seattle,1900,,43845.0,64.69999695,0.0,Office,20500.0,198.6999969,4,Office,The Production Network,1.0,,,0.0,2016
1043779.313,12148720.0,0.0,34636.0,WA,3.0,820 NW 95th Street,587.9000244,85873.4375,480.9,False,12805711.0,Parking,Senior Care Community,337.5,47.69875,BALLARD,Compliant,1865400030,13.88,3636.0,-122.36725,3561375.0,NonResidential,98117.0,2.0,,Seattle,1966,,8587344.0,355.7000122,31000.0,"Parking, Senior Care Community",36000.0,561.0999756,6,Senior Care Community,Ballard Center,1.0,,,0.0,2016
105915.7031,605186.3125,,25521.0,WA,82.0,6215 33rd Ave. NE,58.90000153,2438.02002,15.47,False,685885.625,,Worship Facility,23.70000076,47.67485,NORTHEAST,Compliant,1868903240,0.61,25521.0,-122.29283999999998,361384.0,NonResidential,98115.0,2.0,,Seattle,1930,,243802.0,26.89999962,0.0,Worship Facility,25521.0,54.5,4,Worship Facility,Assumption Church,1.0,,,0.0,2016
142531.0938,1705515.25,,23190.0,WA,79.0,6220 32nd Ave. NE,131.1999969,12191.99023,68.14,False,1929416.5,,K-12 School,73.5,47.67485,NORTHEAST,Compliant,1868903240,2.94,23190.0,-122.29283999999998,486316.0,NonResidential,98115.0,1.0,,Seattle,1986,,1219199.0,83.19999695,0.0,K-12 School,23190.0,121.09999850000001,4,K-12 School,ASB School,1.0,,,0.0,2016
52613.39844,770333.0,,20678.0,WA,98.0,123 N. 79th St.,56.59999847,5908.160156,32.63,False,875049.6875,,Small- and Mid-Sized Office,33.29999924,47.68602,NORTHWEST,Compliant,1646500985,1.58,20678.0,-122.35673999999999,179517.0,NonResidential,98103.0,1.0,,Seattle,1960,,590816.0,37.90000153,0.0,Office,23100.0,51.29999924,6,Office,St. John Egan Hall,1.0,,,0.0,2016
199518.5938,2595783.5,,28820.0,WA,43.0,120 N. 79th St.,135.6999969,19150.25977,106.45,False,2959193.75,,K-12 School,76.80000305,47.68642,NORTHWEST,Compliant,1646501150,3.69,28820.0,-122.35707,680757.0,NonResidential,98103.0,3.0,,Seattle,1922,,1915026.0,87.59999847,0.0,K-12 School,33780.0,122.8000031,6,K-12 School,St. John School,1.0,,,0.0,2016
179244.2031,1829981.375,,27876.0,WA,69.0,10001 57th Ave. S,78.5,12184.0,68.97,False,2095655.25,,Worship Facility,40.79999924,47.51042,SOUTHEAST,Compliant,1686400005,2.47,27876.0,-122.26276999999999,611581.0,NonResidential,98178.0,2.0,,Seattle,1954,,1218400.0,46.79999924,0.0,Worship Facility,44816.0,71.40000153,2,Worship Facility,St. Paul Church & School,1.0,,,0.0,2016
251214.0938,1298307.625,,48789.0,WA,94.0,411 Boston St.,69.40000153,4411.650879,29.41,False,1419585.125,,K-12 School,26.60000038,47.63796,MAGNOLIA / QUEEN ANNE,Compliant,1689400145,0.6,48789.0,-122.34897,857142.0,SPS-District K-12,98109.0,1.0,,Seattle,1925,,441165.0,29.10000038,0.0,K-12 School,48789.0,64.69999695,7,K-12 School,Queen Anne Elementary,1.0,2016,,0.0,2016
138864.7969,1725336.25,,33105.0,WA,79.0,3528 Ferdinand St.,91.5,12515.2959,69.77,True,1924436.0,,K-12 School,52.09999847,47.55818,SOUTHEAST,Error - Correct Default Data,1703400755,2.11,33105.0,-122.28712,473807.0,SPS-District K-12,98118.0,1.0,,Seattle,1925,,1251530.0,58.09999847,0.0,K-12 School,33105.0,84.59999847,2,K-12 School,Columbia Building,1.0,,,0.0,2016
793744.125,6782435.0,9079.0,48882.0,WA,51.0,4416 S Brandon St,311.60000610000003,40741.80078,235.26,False,7048919.0,Parking,Senior Care Community,161.8000031,47.55387,SOUTHEAST,Compliant,1704900435,4.81,41649.0,-122.27875,2708255.0,NonResidential,98118.0,2.0,,Seattle,1966,,4074180.0,168.1000061,7233.0,"Parking, Senior Care Community",41922.0,304.89999389999997,2,Senior Care Community,Kin On Health Care Center,1.0,,,0.0,2016
128682.7969,439065.9063,,22320.0,WA,62.0,650 S. Lucile St,65.0,0.0,3.06,False,462174.4063,,Warehouse,19.70000076,47.553740000000005,GREATER DUWAMISH,Compliant,1722800145,0.14,22320.0,-122.32498000000001,439066.0,NonResidential,98108.0,1.0,,Seattle,1977,,0.0,20.70000076,0.0,Non-Refrigerated Warehouse,22320.0,61.79999924,2,Non-Refrigerated Warehouse,NWCP-SEA Bldg E,1.0,,,0.0,2016
431393.4063,1471914.25,8200.0,40029.0,WA,69.0,5506 6th Ave S.,123.6999969,0.0,10.26,False,1575328.25,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,36.79999924,47.55316,GREATER DUWAMISH,Compliant,1722800285,0.26,40029.0,-122.32616000000002,1471914.0,NonResidential,98108.0,2.0,,Seattle,1982,,0.0,39.40000153,0.0,"Non-Refrigerated Warehouse, Office",31800.0,115.5,2,Office,The Hathaway Building,1.0,,,0.0,2016
372030.3125,1269367.5,,28304.0,WA,67.0,650 South Orcas Street,152.8000031,0.0,8.85,False,1322894.5,,Small- and Mid-Sized Office,46.70000076,47.55196,GREATER DUWAMISH,Compliant,1722800585,0.31,28304.0,-122.32518,1269367.0,NonResidential,98108.0,2.0,,Seattle,1970,,0.0,48.70000076,0.0,Office,27185.0,146.6000061,2,Office,Building R,1.0,,,0.0,2016
288821.0,2399353.5,,25872.0,WA,41.0,655 South Orcas Street,187.0,14138.95996,81.96,False,2498335.25,,Small- and Mid-Sized Office,96.0,47.55127,GREATER DUWAMISH,Compliant,1722801080,3.17,25872.0,-122.32576,985457.0,NonResidential,98108.0,2.0,,Seattle,1969,,1413896.0,100.0,0.0,Office,24988.0,183.1999969,2,Office,Building O,1.0,,,0.0,2016
65240.30078,222600.0938,,20500.0,WA,65.0,661 South Orcas Street,32.70000076,0.0,1.55,False,222600.0938,,Warehouse,10.39999962,47.55127,GREATER DUWAMISH,Compliant,1722801081,0.08,20500.0,-122.32576,222600.0,NonResidential,98108.0,1.0,,Seattle,1969,,0.0,10.39999962,0.0,Non-Refrigerated Warehouse,21386.0,32.70000076,2,Non-Refrigerated Warehouse,Building N,1.0,,,0.0,2016
156712.7031,534703.6875,,21436.0,WA,95.0,4000 aurora ave n,81.80000305,0.0,3.73,False,558727.875,,Small- and Mid-Sized Office,24.89999962,47.6557,LAKE UNION,Compliant,1931300585,0.17,21436.0,-122.34682,534704.0,NonResidential,98103.0,2.0,,Seattle,1958,,0.0,26.10000038,0.0,Office,21436.0,78.30000305,4,Office,4000 aurora building,1.0,,,0.0,2016
201486.5938,1126157.25,12890.0,31417.0,WA,94.0,936 N 34TH ST,102.0999985,4386.850098,28.09,False,1214408.75,Parking,Small- and Mid-Sized Office,42.79999924,47.64904,LAKE UNION,Compliant,1972202635,0.89,23307.0,-122.34608999999999,687472.0,NonResidential,98103.0,3.0,,Seattle,1985,,438685.0,46.20000076,8110.0,"Office, Parking",26295.0,99.59999847,4,Office,Northlake Plaza,1.0,,,0.0,2016
140296.0,478690.0938,,25920.0,WA,5.0,1907 3RD AVE,58.0,0.0,3.34,False,478690.0938,,Retail Store,18.5,47.61165,DOWNTOWN,Compliant,1977201070,0.13,25920.0,-122.34011000000001,478690.0,NonResidential,98101.0,2.0,,Seattle,1916,,0.0,18.5,0.0,Retail Store,25920.0,58.0,7,Retail Store,BERGMAN'S LUGGAGE,1.0,,,0.0,2016
254234.5938,1011667.5,,25920.0,WA,93.0,2001 3RD AVENUE,74.90000153,1442.189819,13.71,False,1046976.813,,Retail Store,26.0,47.612359999999995,DOWNTOWN,Compliant,1977201135,0.53,25920.0,-122.34143999999999,867448.0,NonResidential,98121.0,2.0,,Seattle,1919,,144219.0,26.89999962,0.0,Retail Store,38880.0,74.0,7,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",1.0,,,0.0,2016
742846.375,2897079.75,,61721.0,WA,93.0,2000 Second Avenue,154.3999939,3624.875244,36.92,False,2968429.75,,Hotel,52.20000076,47.61203,DOWNTOWN,Compliant,1977201140,0.6,61721.0,-122.34165,2534592.0,NonResidential,98121.0,8.0,,Seattle,1910,,362488.0,53.5,0.0,Hotel,,150.3999939,7,,Palladian Hotel,1.0,,,0.0,2016
309947.9063,1793851.375,,25920.0,WA,75.0,2106 2nd Avenue,177.3000031,7363.089355,46.48,False,1945839.625,,Small- and Mid-Sized Office,74.80000305,47.612970000000004,DOWNTOWN,Compliant,1977201181,1.79,25920.0,-122.34324,1057542.0,NonResidential,98121.0,2.0,,Seattle,1919,,736309.0,81.09999847,0.0,Office,23995.0,170.6000061,7,Office,DSHS Belltown Center,1.0,,,0.0,2016
150124.7031,2478960.0,,39760.0,WA,92.0,1218 Terry Ave,107.0,2271.139893,149.91,False,2741556.25,,Small- and Mid-Sized Office,62.29999924,47.61098,EAST,Compliant,1978200285,3.77,39760.0,-122.32766000000001,512225.0,NonResidential,98101.0,4.0,,Seattle,1925,,227114.0,69.0,0.0,Office,39760.0,99.09999847,3,Office,Administration - Cassel Crag,1.0,,,1739620.75,2016
578045.875,3767135.0,,22667.0,WA,1.0,1000 Seneca St,387.10000610000003,1555.010132,148.55,False,4141811.25,,Small- and Mid-Sized Office,166.1999969,47.61063,EAST,Compliant,1978200305,6.55,22667.0,-122.32741000000001,1972293.0,NonResidential,98101.0,3.0,,Seattle,1946,,155501.0,182.6999969,0.0,Office,22667.0,367.39999389999997,3,Office,Administration - Blackford Hall,1.0,,,1639341.375,2016
378489.1875,1291405.25,8762.0,33740.0,WA,79.0,701 North 36th Street,164.3999939,0.0,9.0,False,1291405.25,Retail Store,Small- and Mid-Sized Office,52.29999924,47.651140000000005,LAKE UNION,Compliant,1972202940,0.27,27730.0,-122.34953999999999,1291405.0,NonResidential,98103.0,5.0,,Seattle,2001,1500.0,0.0,52.29999924,6010.0,"Office, Parking, Retail Store",15908.0,164.3999939,6,Office,The Peck Building,1.0,,Parking,0.0,2016
77662.5,1021796.625,8000.0,20516.0,WA,98.0,3515 Fremont Ave N,93.30000305,7568.120605,42.04,False,1109483.125,Hotel,Retail Store,56.29999924,47.65115,LAKE UNION,Compliant,1972203060,2.05,20516.0,-122.35023999999999,264984.0,NonResidential,98103.0,2.0,,Seattle,1911,,756812.0,61.09999847,0.0,"Hotel, Retail Store",10155.0,89.59999847,6,Retail Store,Dubliner Building,1.0,,,0.0,2016
356141.9063,1215156.25,8668.0,27480.0,WA,88.0,3417 Fremont Ave N.,123.5,0.0,8.47,False,1215156.25,Office,Retail Store,39.29999924,47.65019,LAKE UNION,Compliant,1972203160,0.31,27480.0,-122.35013000000001,1215156.0,NonResidential,98103.0,3.0,,Seattle,1906,,0.0,39.29999924,0.0,"Office, Retail Store",22218.0,123.5,6,Retail Store,The Fremont Building,1.0,,,0.0,2016
421028.0,1818867.875,33976.0,46958.0,WA,95.0,3417 Evanston Ave. N.,104.5999985,3823.1999509999996,30.32,False,1818867.875,Parking,Mixed Use Property,38.70000076,47.65061,LAKE UNION,Compliant,1972203435,0.65,46958.0,-122.35158999999999,1436548.0,NonResidential,98103.0,1.0,,Seattle,1947,4579.0,382320.0,38.70000076,0.0,"Bank Branch, Bar/Nightclub, Office, Parking",40313.0,104.5999985,6,Office,Saturn Building,1.0,,Bar/Nightclub,0.0,2016
229948.7031,1934224.25,,26532.0,WA,5.0,124 North 35th Street,148.1000061,11496.3916,66.53,False,2261229.0,,Distribution Center,72.90000153,47.65214,LAKE UNION,Compliant,1972203870,2.51,26532.0,-122.35600000000001,784585.0,NonResidential,98103.0,1.0,,Seattle,1984,,1149639.0,85.19999695,0.0,Distribution Center,26532.0,138.3999939,6,Distribution Center,124N35,1.0,,,0.0,2016
616677.375,2173143.75,0.0,35600.0,WA,47.0,123 NW 36th St,181.8999939,690.4000244,18.34,False,2195095.5,Parking,Small- and Mid-Sized Office,59.0,47.65297,LAKE UNION,Compliant,1972204350,0.52,35600.0,-122.35838999999999,2104103.0,NonResidential,98107.0,2.0,,Seattle,1986,,69040.0,59.59999847,0.0,"Office, Parking",36839.0,181.3000031,6,Office,Fremont West Building,1.0,,,0.0,2016
84104.70313,1799664.125,5000.0,62000.0,WA,81.0,58 W Dravus,46.09999847,15126.9873,82.34,False,2158433.5,Other,Worship Facility,28.89999962,47.64905,MAGNOLIA / QUEEN ANNE,Compliant,1972204965,1.33,62000.0,-122.36055,286965.0,NonResidential,98119.0,3.0,,Seattle,1949,,1512699.0,34.70000076,0.0,"Other, Worship Facility",57200.0,40.0,7,Worship Facility,First Free Methodist Church,1.0,,,0.0,2016
227505.5,776248.6875,,23600.0,WA,82.0,101 Nickerson St,111.6999969,0.0,5.41,False,839316.3125,,Small- and Mid-Sized Office,32.90000153,47.64805,MAGNOLIA / QUEEN ANNE,Compliant,1972205940,0.23,23600.0,-122.35533999999998,776249.0,NonResidential,98109.0,2.0,,Seattle,1981,,0.0,35.59999847,0.0,Office,23600.0,103.3000031,7,Office,101 Nickerson,1.0,,,0.0,2016
675185.375,2303732.75,,40067.0,WA,43.0,4 Nickerson,180.5,0.0,16.06,False,2303732.75,,Small- and Mid-Sized Office,57.5,47.64976,MAGNOLIA / QUEEN ANNE,Compliant,1972206360,0.4,40067.0,-122.35683999999999,2303732.0,NonResidential,98109.0,3.0,,Seattle,1986,,0.0,57.5,0.0,Office,40067.0,180.5,7,Office,4 Nick,1.0,,,0.0,2016
315061.1875,1074989.0,,26419.0,WA,67.0,6 Nickerson,127.8000031,0.0,7.49,False,1074989.0,,Small- and Mid-Sized Office,40.70000076,47.64976,MAGNOLIA / QUEEN ANNE,Compliant,1972206390,0.28,19497.0,-122.35683999999999,1074989.0,NonResidential,98109.0,3.0,,Seattle,1989,,0.0,40.70000076,6922.0,Office,26419.0,127.8000031,7,Office,6 Nick,1.0,,,0.0,2016
344277.3125,1469556.25,,25262.0,WA,54.0,2 Nickerson,159.8999939,2948.820068,23.85,False,1508578.25,,Small- and Mid-Sized Office,58.20000076,47.64976,MAGNOLIA / QUEEN ANNE,Compliant,1972206435,0.94,25262.0,-122.35683999999999,1174674.0,NonResidential,98109.0,3.0,,Seattle,1979,,294882.0,59.70000076,0.0,Office,25262.0,158.3000031,7,Office,2 Nick,1.0,,,0.0,2016
474553.5938,1619177.125,,34106.0,WA,57.0,150 Nickerson Street,171.1999969,0.0,11.29,False,1785202.125,,Small- and Mid-Sized Office,49.5,47.64901,MAGNOLIA / QUEEN ANNE,Compliant,1972206650,0.33,34106.0,-122.35516000000001,1619177.0,NonResidential,98109.0,3.0,,Seattle,1980,,0.0,54.5,0.0,Office,32739.0,155.3000031,7,Office,Canal Place - 150 Building,1.0,,,0.0,2016
678188.3125,2313978.75,,34545.0,WA,29.0,130 Nickerson Street,210.3000031,0.0,16.13,False,2313978.75,,Small- and Mid-Sized Office,67.0,47.64934,MAGNOLIA / QUEEN ANNE,Compliant,1972206650,0.47,34545.0,-122.35592,2313979.0,NonResidential,98109.0,3.0,,Seattle,1980,,0.0,67.0,0.0,Office,34545.0,210.3000031,7,Office,Canal Place - 130 Building,1.0,,,0.0,2016
815377.0,2782066.5,,70296.0,WA,86.0,180 & 192 Nickerson St,134.8000031,0.0,19.39,False,3018885.75,,Small- and Mid-Sized Office,39.59999847,47.64865,MAGNOLIA / QUEEN ANNE,Compliant,1972206670,0.28,70296.0,-122.35435,2782066.0,NonResidential,98109.0,3.0,,Seattle,1980,,0.0,42.90000153,0.0,Office,70296.0,124.3000031,7,Office,Canal Place Office Park,1.0,,,0.0,2016
356831.5,1217509.125,,27838.0,WA,77.0,117 S. Main,142.6999969,0.0,8.49,False,1265151.625,,Small- and Mid-Sized Office,43.70000076,47.599790000000006,DOWNTOWN,Compliant,5247800365,0.3,27838.0,-122.33339,1217509.0,NonResidential,98104.0,4.0,,Seattle,1902,,0.0,45.40000153,0.0,Office,27838.0,137.3000031,7,Office,Union Trust Annex,1.0,,,0.0,2016
436345.5,2050600.75,12697.0,39815.0,WA,62.0,12500 Aurora Avenue North,135.1000061,5617.898926,40.22,False,2158188.5,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,51.5,47.720040000000004,NORTHWEST,Compliant,1926049190,1.01,39815.0,-122.34418000000001,1488811.0,NonResidential,98133.0,2.0,,Seattle,1951,,561790.0,54.20000076,0.0,"Non-Refrigerated Warehouse, Office",27118.0,132.1999969,5,Office,"Cochran, Inc",1.0,,,0.0,2016
435505.8125,1485945.875,,48112.0,WA,73.0,12645 Stone Ave N,95.5,0.0,10.36,False,1463960.0,,Warehouse,30.89999962,47.72183,NORTHWEST,Compliant,1926049290,0.22,48112.0,-122.34328000000001,1485946.0,NonResidential,98133.0,1.0,,Seattle,1972,,0.0,30.39999962,0.0,Non-Refrigerated Warehouse,48112.0,97.0,5,Non-Refrigerated Warehouse,Comcast,1.0,,,0.0,2016
519398.6875,1772188.5,16518.0,42793.0,WA,27.0,911 N 145th,223.60000609999997,0.0,12.35,False,1871245.75,Parking,Small- and Mid-Sized Office,67.40000153,47.73387,NORTHWEST,Compliant,1926049335,0.29,26275.0,-122.34722,1772188.0,NonResidential,98133.0,2.0,,Seattle,2001,,0.0,71.19999695,16518.0,"Office, Parking",26275.0,211.8000031,5,Office,Laurel Building,1.0,,,0.0,2016
336562.0,1689372.625,,26115.0,WA,43.0,13000 AURORA AVE N,161.5,5410.230469,36.74,False,1760626.0,,Retail Store,64.69999695,47.72337,NORTHWEST,Compliant,1926049423,1.41,26115.0,-122.34373000000001,1148350.0,NonResidential,98133.0,1.0,,Seattle,1998,,541023.0,67.40000153,0.0,Retail Store,26115.0,159.8000031,5,Retail Store,PETSMART 0375 (ID21236),1.0,,,0.0,2016
99743.0,1149140.25,0.0,26033.0,WA,78.0,5701 8th Ave N,72.30000305,8088.169922,45.33,False,1343672.875,Parking,Worship Facility,38.20000076,47.6702,NORTHEAST,Compliant,1928300405,1.74,26033.0,-122.32066,340323.0,NonResidential,98105.0,1.0,,Seattle,1949,,808817.0,44.70000076,0.0,"Parking, Worship Facility",30044.0,63.79999924,4,Worship Facility,Seattle North,1.0,,,0.0,2016
