NumberofBuildings,Electricity(kWh),ComplianceStatus,ThirdLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ListOfAllPropertyUseTypes,PropertyGFAParking,BuildingType,SiteEUI(kBtu/sf),TaxParcelIdentificationNumber,SourceEUI(kBtu/sf),TotalGHGEmissions,PrimaryPropertyType,LargestPropertyUseType,State,ThirdLargestPropertyUseType,ZipCode,City,SiteEnergyUse(kBtu),Latitude,SiteEUIWN(kBtu/sf),ENERGYSTARScore,SourceEUIWN(kBtu/sf),SteamUse(kBtu),DefaultData,GHGEmissionsIntensity,Address,Electricity(kBtu),PropertyGFATotal,NaturalGas(kBtu),SecondLargestPropertyUseTypeGFA,PropertyGFABuilding(s),NumberofFloors,LargestPropertyUseTypeGFA,DataYear,Neighborhood,YearBuilt,SiteEnergyUseWN(kBtu),Longitude,NaturalGas(therms),PropertyName,CouncilDistrictCode,YearsENERGYSTARCertified,Outlier,OtherFuelUse(kBtu)
1.0,2026927.0,Compliant,,Parking,"Office, Parking",0.0,NonResidential,194.5,1984200105,589.9,68.16,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,7291418.0,47.62799119,189.2,1.0,573.0,0.0,No,1.02,1000 FAIRVIEW AVE N,6916162.0,37740.0,375542.0,0.0,37740.0,1.0,37481.0,2015,LAKE UNION,1926,7089718.0,-122.3313097,3755.0,FHCRC - FAIRVIEW BLDG.,3,,High Outlier,0.0
1.0,753049.0,Compliant,,,Other,0.0,Nonresidential COS,78.1,1985200003,193.9,120.26,Other,Other,WA,,98109,SEATTLE,3895403.0,47.62124083,84.1,,201.0,1326000.0,No,4.2,305 HARRISON ST,2569510.0,26000.0,0.0,,26000.0,1.0,49847.0,2015,MAGNOLIA / QUEEN ANNE,1961,4192866.0,-122.3534322,0.0,NORTHWEST ROOMS - SEATTLE CENTER,7,,,0.0
1.0,129937.0,Compliant,,,Worship Facility,0.0,NonResidential,33.5,1985200090,75.0,20.86,Worship Facility,Worship Facility,WA,,98109,SEATTLE,777915.0,47.61884689,37.2,60.0,78.9,0.0,No,0.82,180 DENNY WAY,443363.0,23241.0,334570.0,,23241.0,3.0,23241.0,2015,MAGNOLIA / QUEEN ANNE,2009,864917.0,-122.35321045,3346.0,METHODIST CHURCH,7,,,0.0
1.0,4668926.0,Compliant,,,Other,0.0,NonResidential,115.4,1985200140,334.9,219.88,Other,Other,WA,,98109,SEATTLE,17979460.0,47.62005752,120.4,,340.1,0.0,No,0.97,200 2ND AVE N,15931037.0,155795.0,2049085.0,,155795.0,1.0,155795.0,2015,MAGNOLIA / QUEEN ANNE,1962,18754112.0,-122.3513495,20491.0,PACIFIC SCIENCE CENTER,7,,,0.0
1.0,448299.0,Compliant,,,Other,0.0,Nonresidential COS,82.7,1985200245,240.4,26.72,Other,Other,WA,,98109,SEATTLE,1737596.0,47.62126068,82.7,,240.4,208000.0,No,0.96,305 HARRISON ST,1529660.0,21018.0,0.0,,21018.0,1.0,21018.0,2015,MAGNOLIA / QUEEN ANNE,2002,1737596.0,-122.3517511,0.0,FISHER PAVILION - SEATTLE CENTER,7,,,0.0
1.0,863589.0,Compliant,,,Museum,0.0,Nonresidential COS,210.1,1985200305,435.7,183.51,Other,Museum,WA,,98109,SEATTLE,6015128.0,47.62189039,216.6,,428.0,0.0,No,5.6,305 HARRISON ST,2946688.0,30533.0,3068561.0,,30533.0,1.0,28631.0,2015,MAGNOLIA / QUEEN ANNE,1998,6201956.0,-122.3502752,30686.0,CHIHULY GARDEN & GLASS PAVILLION,7,,,0.0
1.0,2803802.0,Compliant,,,Other - Recreation,0.0,NonResidential,381.2,1985200495,800.2,570.98,Other,Other - Recreation,WA,,98109,SEATTLE,19061780.0,47.62048515,399.4,,812.2,0.0,No,15.6,400 BROAD ST,9566970.0,33971.0,9495206.0,,33971.0,2.0,50000.0,2015,MAGNOLIA / QUEEN ANNE,1961,19968498.0,-122.349304,94952.0,SPACE NEEDLE,7,,,0.0
1.0,435377.0,Compliant,,,Other,0.0,Nonresidential COS,74.7,1985200550,172.9,45.22,Other,Other,WA,,98109,SEATTLE,2464720.0,47.6219494,75.7,,174.5,232000.0,No,0.96,201 THOMAS ST,1485569.0,40600.0,319212.0,,40600.0,2.0,33000.0,2015,MAGNOLIA / QUEEN ANNE,1992,2497369.0,-122.349922,3192.0,SEATTLE CHILDREN'S THEATER - SEATTLE CENTER,7,,,427938.0
1.0,619020.0,Compliant,,Parking,"Office, Parking",0.0,NonResidential,55.5,1986200070,174.4,14.72,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,2112095.0,47.6205368,55.8,81.0,175.2,0.0,No,0.15,227 WESTLAKE AVE N,2112183.0,38038.0,0.0,19600.0,38038.0,4.0,38038.0,2015,LAKE UNION,1999,2122753.0,-122.33886719,0.0,SELLEN OFFICE BLDG WITH EC LAND PARCELS,7,,,0.0
1.0,360815.0,Compliant,,Parking,"Office, Parking",24596.0,NonResidential,54.2,1986200245,118.8,62.98,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,2255263.0,47.62049677,62.0,93.0,126.9,0.0,No,0.89,225 TERRY AVE N,1231152.0,64596.0,1024163.0,21350.0,40000.0,4.0,41591.0,2015,LAKE UNION,2007,2576941.0,-122.3375602,10242.0,WEBER BLAINE BLDG,7,,,0.0
1.0,1622394.0,Compliant,1250.0,Laboratory,"Laboratory, Office, Parking",6062.0,NonResidential,238.1,1986200255,536.4,255.61,Small- and Mid-Sized Office,Office,WA,Parking,98109,SEATTLE,9621807.0,47.62028885,229.3,1.0,508.7,0.0,No,5.59,219 TERRY AVE N,5535838.0,41466.0,4086199.0,5000.0,35404.0,3.0,35404.0,2015,LAKE UNION,1928,9265802.0,-122.3375473,40862.0,TERRY BLDG,7,,High Outlier,0.0
1.0,1925689.0,Compliant,5436.0,Parking,"Bank Branch, Office, Parking, Restaurant",100800.0,NonResidential,56.2,1986200275,164.0,87.73,Large Office,Office,WA,Bank Branch,98109,SEATTLE,7359802.0,47.62027313,56.2,92.0,164.0,0.0,No,0.45,202 WESTLAKE AVE N,6570724.0,130710.0,789351.0,88960.0,29910.0,6.0,120548.0,2015,LAKE UNION,2013,7359802.0,-122.338111,7894.0,202 WESTLAKE,7,"2016, 2015",,0.0
1.0,678910.0,Compliant,,,,0.0,NonResidential,86.9,1986200295,272.8,16.15,Small- and Mid-Sized Office,,WA,,98109,SEATTLE,2316441.0,47.6205368,86.9,1.0,272.8,0.0,No,0.17,224 WESTLAKE AVE N,2316538.0,35780.0,0.0,,35780.0,4.0,,2015,LAKE UNION,1926,2316441.0,-122.3380661,0.0,224 WESTLAKE,7,,,0.0
1.0,147843.0,Compliant,2095.0,Parking,"Office, Parking, Restaurant",7308.0,NonResidential,49.7,1988200090,156.0,3.52,Mixed Use Property,Office,WA,Restaurant,98109,SEATTLE,504439.0,47.62232113,49.7,51.0,156.0,0.0,No,0.05,10 HARRISON ST,504460.0,25132.0,0.0,8000.0,17824.0,4.0,8061.0,2015,MAGNOLIA / QUEEN ANNE,1964,504439.0,-122.3564822,0.0,CENTURY BUILDING,7,,,0.0
1.0,394799.0,Compliant,,,Other,0.0,Nonresidential COS,66.2,1988200250,131.6,148.02,Other,Other,WA,,98104,SEATTLE,3289053.0,47.62433256,65.9,,132.8,1796000.0,No,2.86,515 2ND AVE,1347109.0,49680.0,0.0,,49680.0,1.0,49680.0,2015,DOWNTOWN,1966,3275846.0,-122.3538379,0.0,PHELPS CENTER - SEATTLE CENTER,7,,,145944.0
1.0,409332.0,Compliant,,,Other,0.0,Nonresidential COS,73.2,1988200440,160.2,83.27,Other,Other,WA,,98104,SEATTLE,2657625.0,47.62393635,77.8,,165.9,780000.0,No,2.13,501 3RD AVE,1396697.0,36314.0,250986.0,,36314.0,1.0,36314.0,2015,DOWNTOWN,1962,2825316.0,-122.35193,2510.0,PLAYHOUSE - SEATTLE CENTER,7,,,229942.0
1.0,400884.0,Compliant,4029.0,Restaurant,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",0.0,NonResidential,67.6,1975700560,212.1,9.54,Other,Other - Entertainment/Public Assembly,WA,Retail Store,98101,SEATTLE,1367815.0,47.608463,63.4,,199.0,0.0,No,0.14,1412 1ST AVE,1367871.0,25920.0,0.0,4329.0,25920.0,2.0,11888.0,2015,DOWNTOWN,1916,1282816.0,-122.339225,0.0,SHOWBOX BUILDING,7,,,0.0
1.0,299367.0,Compliant,,Retail Store,"Office, Retail Store",0.0,NonResidential,52.4,1975700605,121.2,65.75,Small- and Mid-Sized Office,Office,WA,,98101,SEATTLE,1781063.0,47.60998115,59.8,81.0,130.1,759621.0,No,1.29,117 PINE ST,1021484.0,47686.0,0.0,8500.0,47686.0,4.0,25500.0,2015,DOWNTOWN,1919,2033315.0,-122.34040327,0.0,DOYLE BUILDING,7,,,0.0
1.0,111507.0,Compliant,2600.0,Retail Store,"Other, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store",0.0,NonResidential,9.2,1975700645,27.4,4.43,Other,Other,WA,"Personal Services (Health/Beauty, Dry Cleaning, etc)",98101,SEATTLE,413919.0,47.60940552,9.2,,27.4,0.0,No,0.06,1501 2ND AVE,380478.0,44928.0,33457.0,2660.0,44928.0,7.0,38706.0,2015,DOWNTOWN,1904,413919.0,-122.33934021,335.0,EITEL BUILDING (2ND AND PIKE BUILDING),7,,,0.0
1.0,7071.0,Compliant,,,Other,0.0,NonResidential,1.0,1976200060,3.2,0.17,Other,Other,WA,,98101,SEATTLE,24126.0,47.60705128,1.0,,3.2,0.0,No,0.0,1315 1ST AVE,24127.0,49760.0,0.0,,49760.0,3.0,24019.0,2015,DOWNTOWN,1900,24126.0,-122.3390359,0.0,SULTAN HOTEL/LUSTY LADY,7,,,0.0
1.0,1235964.0,Compliant,8199.0,Restaurant,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",0.0,Campus,85.6,1976200105,268.7,93.21,Mixed Use Property,Retail Store,WA,Social/Meeting Hall,98101,SEATTLE,4217108.0,47.60790311,85.6,,268.7,0.0,No,1.52,1401 1ST AVE,4217284.0,49280.0,1201563.0,9240.0,49280.0,2.0,15614.0,2015,DOWNTOWN,1900,4217108.0,-122.33928278,12016.0,PIKE PLACE - ECONOMY MARKET,7,,,0.0
1.0,1132407.0,Compliant,3668.0,Retail Store,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",0.0,Campus,87.1,1976200210,273.6,26.94,Low-Rise Multifamily,Multifamily Housing,WA,Restaurant,98101,SEATTLE,3863772.0,47.60921881,87.1,,273.6,0.0,No,0.23,1513 1ST AVE,3863933.0,45500.0,0.0,10455.0,45500.0,4.0,22669.0,2015,DOWNTOWN,1942,3863772.0,-122.3408095,0.0,SANITARY MARKET - MASTER CAMPUS FOR PIKE PLACE MARKET,7,,,0.0
1.0,935894.0,Compliant,1840.0,Food Sales,"Food Sales, Office, Restaurant",0.0,Campus,273.8,1976200230,548.5,224.63,"Restaurant
",Restaurant,WA,Office,98101,SEATTLE,7003615.0,47.608951,270.9,,539.3,0.0,No,8.31,1505 1ST AVE,3193402.0,25380.0,3810346.0,6633.0,25380.0,2.0,17102.0,2015,DOWNTOWN,1912,6928804.0,-122.340545,38103.0,PIKE PLACE - CORNER MARKET,7,,,0.0
1.0,675656.0,Compliant,3560.0,Retail Store,"Non-Refrigerated Warehouse, Office, Retail Store",0.0,NonResidential,71.7,1976200300,193.6,48.6,Small- and Mid-Sized Office,Office,WA,Non-Refrigerated Warehouse,98101,SEATTLE,2917748.0,47.60842748,71.7,,193.6,0.0,No,0.95,1501 WESTERN AVE,2305435.0,40715.0,612408.0,16260.0,40715.0,6.0,20895.0,2015,DOWNTOWN,1915,2917748.0,-122.3415943,6124.0,MADORE BUILDING,7,,,0.0
1.0,492124.0,Compliant,15011.0,Office,"Office, Parking, Retail Store",34800.0,NonResidential,40.4,1977200245,126.9,11.71,Mixed Use Property,Parking,WA,Retail Store,98121,SEATTLE,1679127.0,47.61114082,43.8,93.0,137.6,0.0,Yes,0.05,2107 ELLIOTT AVE,1679196.0,82065.0,0.0,26528.0,47265.0,4.0,36036.0,2015,DOWNTOWN,1990,1820763.0,-122.3455334,0.0,ELLIOTT COURT,7,,,0.0
1.0,607151.0,Compliant,,,Office,0.0,NonResidential,57.3,1977200420,179.9,14.44,Small- and Mid-Sized Office,Office,WA,,98101,SEATTLE,2071600.0,47.61047867,57.3,37.0,179.9,0.0,No,0.15,1917 1ST AVE,2071686.0,36160.0,0.0,,36160.0,4.0,36160.0,2015,DOWNTOWN,1910,2071600.0,-122.3422134,0.0,ALASKA TRADE BUILDING,7,,,0.0
1.0,844470.0,Compliant,5581.0,Office,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",0.0,NonResidential,145.6,1977200425,326.8,134.71,Mixed Use Property,Other - Restaurant/Bar,WA,Manufacturing/Industrial Plant,98101,SEATTLE,5039523.0,47.610157,144.5,,323.3,0.0,No,3.53,1912 PIKE PL,2881453.0,34617.0,2158190.0,5813.0,34617.0,1.0,6455.0,2015,DOWNTOWN,1918,5000668.0,-122.342483,21582.0,DUNN BLDG/STARBUCKS,7,,,0.0
1.0,428733.0,Compliant,,,Office,0.0,NonResidential,22.7,1977200605,68.8,14.51,Small- and Mid-Sized Office,Office,WA,,98121,SEATTLE,1544117.0,47.61235693,22.7,100.0,68.8,0.0,No,0.17,2200 WESTERN AVE,1462897.0,48600.0,81281.0,,48600.0,5.0,68048.0,2015,DOWNTOWN,1909,1544117.0,-122.3462017,813.0,UNION STABLES,7,,,0.0
1.0,244705.0,Compliant,2836.0,Multifamily Housing,"Multifamily Housing, Office, Restaurant",0.0,NonResidential,79.4,1977200610,147.6,75.89,Mixed Use Property,Office,WA,Restaurant,98121,SEATTLE,2154224.0,47.612625,90.2,,159.1,0.0,No,2.46,2205 1ST AVE,834967.0,29340.0,1319292.0,11592.0,29340.0,3.0,12714.0,2015,DOWNTOWN,1910,2449513.0,-122.345848,13193.0,SCARGO APARTMENTS,7,,,0.0
1.0,81694.0,Compliant,,,Food Service,0.0,NonResidential,12.3,1977200625,38.5,1.94,Other,Food Service,WA,,98121,SEATTLE,278741.0,47.61340882,12.3,,38.5,0.0,No,0.03,2228 1ST AVE,278752.0,22710.0,0.0,,22710.0,2.0,22710.0,2015,DOWNTOWN,1930,278741.0,-122.3459679,0.0,WHITE & HITCHCOCK BUILDING/FLYING FISH,7,,,0.0
1.0,887047.0,Compliant,,Parking,"Office, Parking",13540.0,NonResidential,82.0,2025049030,257.2,21.28,Small- and Mid-Sized Office,Office,WA,,98102,SEATTLE,3030041.0,47.63659738,82.0,17.0,257.2,0.0,No,0.16,1938 FAIRVIEW AVE E,3026728.0,50499.0,3438.0,13540.0,36959.0,3.0,36959.0,2015,LAKE UNION,2000,3030041.0,-122.3282322,34.0,R.D. MERRILL BUILDING,4,,,0.0
1.0,943129.0,Compliant,,Parking,"Office, Parking",9605.0,NonResidential,64.2,2025049040,183.4,49.16,Small- and Mid-Sized Office,Office,WA,,98102,SEATTLE,3721129.0,47.63613246,65.6,68.0,182.6,0.0,No,0.65,1910 FAIRVIEW AVE E,3218088.0,54465.0,503174.0,0.0,44860.0,5.0,57972.0,2015,LAKE UNION,1964,3804232.0,-122.3271876,5032.0,DESIGN SERVICE BLDG,4,,,0.0
1.0,259236.0,Compliant,,,K-12 School,0.0,NonResidential,88.7,2025049052,133.3,175.62,K-12 School,K-12 School,WA,,98102,SEATTLE,4075193.0,47.63252748,110.4,58.0,156.2,0.0,Yes,3.74,1501 10TH AVE E,884550.0,45960.0,3190679.0,,45960.0,2.0,45960.0,2015,EAST,1930,5074849.0,-122.3207884,31907.0,SAINT NICHOLAS BUILDING,3,,,0.0
1.0,200722.0,Compliant,,,Office,0.0,NonResidential,32.4,1991200520,101.8,4.77,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,684865.0,47.62007385,30.5,85.0,95.7,0.0,No,0.09,203 6TH AVE N,684893.0,21128.0,0.0,,21128.0,2.0,21128.0,2015,LAKE UNION,1959,644122.0,-122.3454149,0.0,SPACE NEEDLE CORPORATE OFFICE,7,,,0.0
1.0,1648636.0,Compliant,58152.0,Parking,"Hotel, Multifamily Housing, Parking, Retail Store",105499.0,NonResidential,53.6,1991200695,125.8,221.09,Mixed Use Property,Hotel,WA,Multifamily Housing,98109,SEATTLE,9049598.0,47.6189677,56.5,,131.8,0.0,No,0.72,110 6TH AVE N,5625380.0,274442.0,3424452.0,105499.0,168943.0,4.0,108763.0,2015,LAKE UNION,2008,9544963.0,-122.3446084,34245.0,HYATT PLACE,7,,,0.0
1.0,389484.0,Compliant,,Data Center,"Data Center, Office",0.0,NonResidential,24.3,1991200705,76.1,9.26,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,1328920.0,47.61948966,24.3,,76.1,0.0,No,0.07,120 6TH AVE N,1328975.0,51552.0,0.0,650.0,51552.0,3.0,54150.0,2015,LAKE UNION,2013,1328920.0,-122.3445994,0.0,EMP ADMINISTRATIVE OFFICE,7,,,0.0
1.0,468790.0,Compliant,,,Hotel,0.0,NonResidential,61.3,1991200765,151.2,51.64,Hotel,Hotel,WA,,98109,SEATTLE,2361960.0,47.62021531,63.8,45.0,159.0,0.0,No,1.16,200 6TH AVE N,1599579.0,38520.0,762448.0,,38520.0,4.0,38500.0,2015,LAKE UNION,1959,2456462.0,-122.3445668,7624.0,TRAVELODGE BY THE SPACE NEEDLE,7,,,0.0
1.0,117473.0,Compliant,,,Hotel,4256.0,NonResidential,50.9,1991200800,97.6,32.9,Hotel,Hotel,WA,,98109,SEATTLE,967697.0,47.62174132,51.9,91.0,100.7,0.0,No,1.07,325 AURORA AVE N,400833.0,29186.0,566880.0,,24930.0,3.0,19000.0,2015,LAKE UNION,1961,986585.0,-122.3441361,5669.0,SEATTLE PACIFIC HOTEL,7,,,0.0
1.0,154179.0,Compliant,,,Worship Facility,0.0,NonResidential,19.2,1991201375,60.4,3.67,Worship Facility,Worship Facility,WA,,98109,SEATTLE,526059.0,47.62006912,24.6,65.0,77.4,0.0,No,0.05,200 8TH AVE N,526081.0,27338.0,0.0,,27338.0,1.0,27338.0,2015,LAKE UNION,1960,673616.0,-122.3407066,0.0,UNITY CHURCH,7,,,0.0
1.0,1422972.0,Compliant,2000.0,Office,"Laboratory, Office, Parking",0.0,NonResidential,318.9,1992200045,629.7,358.91,Other,Laboratory,WA,Parking,98119,SEATTLE,10975751.0,47.62239431,341.7,1.0,638.5,0.0,No,9.82,410 W HARRISON ST,4855382.0,34416.0,6120570.0,13767.0,34416.0,2.0,20649.0,2015,MAGNOLIA / QUEEN ANNE,1962,11759214.0,-122.3623497,61206.0,ALEXANDRIA BIOTECH,7,,,0.0
1.0,165772.0,Compliant,,,Office,0.0,NonResidential,66.4,1992200400,95.5,135.56,Small- and Mid-Sized Office,Office,WA,,98119,SEATTLE,3043767.0,47.61952541,87.2,89.0,116.7,0.0,No,2.9,129 1ST AVE W,565638.0,45864.0,2478153.0,,45864.0,3.0,45864.0,2015,MAGNOLIA / QUEEN ANNE,1930,4001200.0,-122.3584613,24782.0,BAYVIEW  BUILDING,7,,,0.0
1.0,719081.0,Compliant,,,K-12 School,0.0,NonResidential,63.6,2026049022,150.7,93.23,K-12 School,K-12 School,WA,,98125,SEATTLE,3886929.0,47.72750101,71.5,7.0,159.0,0.0,No,1.68,13510 1ST AVE NE,2453607.0,49252.0,1433424.0,,49252.0,2.0,61099.0,2015,NORTHWEST,1999,4367564.0,-122.3270372,14334.0,LAKESIDE MIDDLE SCHOOL,5,,,0.0
1.0,249525.0,Compliant,,Parking,"Office, Parking",0.0,NonResidential,43.1,2107700160,98.9,36.62,Small- and Mid-Sized Office,Office,WA,,98102,SEATTLE,1429196.0,47.63248578,47.1,89.0,103.1,0.0,No,0.99,214 E GALER ST,851414.0,33176.0,577817.0,15000.0,33176.0,3.0,33176.0,2015,LAKE UNION,1987,1562668.0,-122.3252227,5778.0,EAST LAKE TOWERS,4,,,0.0
1.0,255944.0,Compliant,2635.0,Medical Office,"Medical Office, Office, Retail Store",3764.0,NonResidential,68.5,2107700260,157.1,37.72,Retail Store,Retail Store,WA,Office,98102,SEATTLE,1468882.0,47.63247757,76.7,,162.9,0.0,No,1.35,1500 FAIRVIEW AVE E,873316.0,25194.0,595602.0,8044.0,21430.0,3.0,10751.0,2015,LAKE UNION,1993,1644446.0,-122.3266002,5956.0,WASH STATE CREDIT UNION,4,,,0.0
1.0,468461.0,Compliant,,,K-12 School,0.0,SPS-District K-12,29.1,2123700235,74.7,43.08,K-12 School,K-12 School,WA,,98118,SEATTLE,2199689.0,47.52494786,32.4,83.0,78.2,0.0,Yes,0.48,4525 S CLOVERDALE ST,1598455.0,75605.0,601300.0,,75605.0,2.0,75605.0,2015,SOUTHEAST,2000,2448321.0,-122.2747335,6013.0,DUNLAP ELEMENTARY SCHOOL (SPS-DISTRICT),2,,,0.0
1.0,340281.0,Compliant,,,K-12 School,0.0,SPS-District K-12,57.2,2123700250,142.2,36.12,K-12 School,K-12 School,WA,,98118,SEATTLE,1688739.0,47.52427301,69.1,55.0,163.0,0.0,Yes,1.05,8601 RAINIER AVE S,1161087.0,29525.0,527700.0,,29525.0,2.0,29525.0,2015,SOUTHEAST,2008,2041504.0,-122.2714398,5277.0,SOUTH LAKE HIGH SCHOOL (SPS-DISTRICT),2,,,0.0
1.0,93261.0,Compliant,,,Worship Facility,0.0,NonResidential,14.5,2124049098,45.5,2.22,Worship Facility,Worship Facility,WA,,98108,SEATTLE,318205.0,47.55057128,14.5,54.0,45.5,0.0,Yes,0.04,5801 BEACON AVE S,318218.0,21948.0,0.0,,21948.0,99.0,21948.0,2015,GREATER DUWAMISH,1977,318205.0,-122.302943,0.0,CHINESE BAPTIST CHURCH,2,,,0.0
1.0,916606.0,Compliant,,Self-Storage Facility,"Other - Recreation, Self-Storage Facility",0.0,NonResidential,191.6,2125049032,410.7,173.05,Other,Other - Recreation,WA,,98112,SEATTLE,5975230.0,47.63938403,196.3,,402.0,0.0,No,5.12,2340 BROADMOOR DR E,3127589.0,31191.0,2847771.0,1096.0,31191.0,3.0,30095.0,2015,EAST,1927,6123364.0,-122.2911671,28478.0,BROADMOOR GOLF COURSE,3,,,0.0
1.0,246631.0,Compliant,,,K-12 School,0.0,SPS-District K-12,52.2,2126049041,95.6,80.99,K-12 School,K-12 School,WA,,98125,SEATTLE,2255905.0,47.72466237,68.7,72.0,117.8,0.0,Yes,1.83,13018 20TH AVE NE,841540.0,42292.0,1414400.0,,42292.0,1.0,43188.0,2015,NORTH,1954,2965189.0,-122.30694,14144.0,OLYMPIC HILLS (SPS-DISTRICT),5,,,0.0
1.0,309733.0,Compliant,840.0,Retail Store,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store",0.0,NonResidential,77.7,2126049136,143.6,98.22,Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)",WA,Office,98125,SEATTLE,2767381.0,47.72044148,97.4,,164.3,0.0,No,2.51,12531 30TH AVE NE,1056854.0,37377.0,1710570.0,3468.0,37377.0,1.0,31303.0,2015,NORTH,1947,3468627.0,-122.2970446,17106.0,BILL PIERRE FORD,5,,,0.0
1.0,246595.0,Compliant,5775.0,Office,"Non-Refrigerated Warehouse, Office, Other",0.0,NonResidential,28.6,2136200605,89.9,5.87,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,Other,98108,SEATTLE,841381.0,47.53908726,28.6,30.0,89.9,0.0,No,0.08,1001 S MYRTLE ST,841416.0,29380.0,0.0,6837.0,29380.0,1.0,16768.0,2015,GREATER DUWAMISH,1977,841381.0,-122.3198021,0.0,WHSE MULTI TENANT,2,,,0.0
1.0,67011.0,Compliant,,,Worship Facility,0.0,NonResidential,13.1,2197600015,34.9,5.28,Worship Facility,Worship Facility,WA,,98122,SEATTLE,298063.0,47.60319489,16.5,89.0,42.4,0.0,No,0.19,160 BROADWAY,228649.0,22688.0,69423.0,,22688.0,2.0,22688.0,2015,EAST,1922,375155.0,-122.3204073,694.0,JAPANESE BAPTIST CHURCH,3,,,0.0
1.0,154439.0,Compliant,,Parking,"Adult Education, Parking",0.0,NonResidential,57.6,2224049003,109.8,44.15,Other,Adult Education,WA,,98118,SEATTLE,1289073.0,47.56029016,68.0,,120.6,0.0,No,1.87,3411 S ALASKA ST,526966.0,22364.0,762128.0,0.0,22364.0,2.0,22364.0,2015,SOUTHEAST,1962,1519643.0,-122.2891371,7621.0,SERVICES FOR THE BLIND-ALASKA ST,2,,,0.0
1.0,182198.0,Compliant,,Medical Office,"Medical Office, Non-Refrigerated Warehouse",0.0,NonResidential,44.9,2224049009,94.5,36.72,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,WA,,98118,SEATTLE,1231546.0,47.54941353,54.2,49.0,104.3,0.0,No,1.24,3613 S JUNEAU ST,621684.0,27435.0,609888.0,8315.0,27435.0,1.0,19120.0,2015,SOUTHEAST,1952,1487513.0,-122.2866398,6099.0,JUNEAU STREET ASSOC,2,,,0.0
1.0,530584.0,Compliant,,,Office,0.0,NonResidential,44.4,2224049035,139.5,12.62,Small- and Mid-Sized Office,Office,WA,,98118,SEATTLE,1810353.0,47.546925,44.4,86.0,139.5,0.0,No,0.12,3600 S GRAHAM ST,1810428.0,41262.0,0.0,,41262.0,2.0,40738.0,2015,GREATER DUWAMISH,1982,1810353.0,-122.2871393,0.0,DEPT SOCIAL & HEALTH SERVICES,2,,,0.0
1.0,1958231.0,Compliant,,Data Center,"Data Center, Office",0.0,NonResidential,198.1,1991200270,574.7,92.3,Small- and Mid-Sized Office,Office,WA,,98109,SEATTLE,7542332.0,47.62047684,203.4,1.0,574.8,0.0,No,1.47,223 TAYLOR AVE N,6681762.0,43183.0,860848.0,11497.0,43183.0,2.0,26580.0,2015,LAKE UNION,1953,7743013.0,-122.3466741,8608.0,223 TAYLOR (TIME WARNER TELECOM),7,,High Outlier,0.0
1.0,145906.0,Compliant,,,Worship Facility,0.0,NonResidential,43.5,2464400730,68.5,82.66,Worship Facility,Worship Facility,WA,,98115,SEATTLE,1988784.0,47.68573889,54.7,81.0,80.7,0.0,No,1.76,7801 ROOSEVELT WAY NE,497853.0,45680.0,1490952.0,,45680.0,3.0,45680.0,2015,NORTH,1908,2497735.0,-122.3184174,14910.0,FAIRVIEW CHURCH,4,,,0.0
1.0,6717000.0,Compliant,,,Senior Care Community,71790.0,NonResidential,50.8,2468400005,119.3,900.39,Senior Care Community,Senior Care Community,WA,,98109,SEATTLE,36863348.0,47.61927032,55.0,12.0,123.7,0.0,No,1.11,116 FAIRVIEW AVE N,22919355.0,724148.0,13944944.0,,652358.0,14.0,726000.0,2015,LAKE UNION,2006,39938820.0,-122.33372498,139449.0,MIRABELLA RETIREMENT COMMUNITY,7,,,0.0
1.0,161421.0,Compliant,,Office,"Office, Worship Facility",0.0,NonResidential,16.4,2492200485,51.6,3.84,Worship Facility,Worship Facility,WA,,98126,SEATTLE,550767.0,47.53442484,16.4,95.0,51.6,0.0,No,0.06,7551 35TH AVE SW,550790.0,23562.0,0.0,15212.0,23562.0,1.0,18278.0,2015,SOUTHWEST,1957,550767.0,-122.3770926,0.0,MARS HILL CHURCH WEST SEATTLE,1,,,0.0
